Record Length,2500,Points,-247.19999731E-3,1.9399999,,Record Length,2500,Points,-247.19999731E-3,23.00000000,
Sample Interval,199.99999495E-6,s,-246.99999392E-3,1.9399999,,Sample Interval,199.99999495E-6,s,-246.99999392E-3,23.00000000,
Trigger Point,1.2360001E3,Samples,-246.79999053E-3,2.0000000,,Trigger Point,1.2360001E3,Samples,-246.79999053E-3,22.80000114,
,,,-246.60000205E-3,1.8600000,,,,,-246.60000205E-3,23.00000000,
,,,-246.39999866E-3,1.9399999,,,,,-246.39999866E-3,23.00000000,
,,,-246.19999528E-3,1.9599999,,,,,-246.19999528E-3,23.00000000,
Source,CH1,,-245.99999189E-3,1.9599999,,Source,CH2,,-245.99999189E-3,22.60000038,
Vertical Units,Volts,,-245.80000341E-3,1.9799999,,Vertical Units,Volts,,-245.80000341E-3,22.80000114,
Vertical Scale,499.999988824E-3,,-245.60000002E-3,2.0000000,,Vertical Scale,5.00000007,,-245.60000002E-3,23.00000000,
Vertical Offset,0,,-245.39999664E-3,2.0200000,,Vertical Offset,0,,-245.39999664E-3,22.80000114,
Horizontal Units,s,,-245.19999325E-3,2.0000000,,Horizontal Units,s,,-245.19999325E-3,22.60000038,
Horizontal Scale,49.99999874E-3,,-245.00000477E-3,2.0000000,,Horizontal Scale,49.99999874E-3,,-245.00000477E-3,22.60000038,
Pt Fmt,Y,,-244.80000138E-3,2.0000000,,Pt Fmt,Y,,-244.80000138E-3,22.60000038,
Yzero,-2.1600000,,-244.59999800E-3,2.0200000,,Yzero,-3.12000000,,-244.59999800E-3,22.60000038,
Probe Atten,10.0000000,,-244.39999461E-3,1.9599999,,Probe Atten,10.0000000,,-244.39999461E-3,22.60000038,
,,,-244.19999123E-3,1.8800000,,,,,-244.19999123E-3,22.60000038,
Note,TBS 1202B - 14:46:07   30/10/2024,,-244.00000274E-3,1.9799999,,Note,TBS 1202B - 14:46:07   30/10/2024,,-244.00000274E-3,22.80000114,
,,,-243.79999936E-3,1.9599999,,,,,-243.79999936E-3,22.80000114,
,,,-243.59999597E-3,1.8600000,,,,,-243.59999597E-3,22.60000038,
,,,-243.39999259E-3,1.8000000,,,,,-243.39999259E-3,22.60000038,
,,,-243.20000410E-3,1.9200000,,,,,-243.20000410E-3,22.80000114,
,,,-243.00000072E-3,1.9399999,,,,,-243.00000072E-3,22.60000038,
,,,-242.79999733E-3,2.0000000,,,,,-242.79999733E-3,22.80000114,
,,,-242.59999394E-3,2.0200000,,,,,-242.59999394E-3,22.80000114,
,,,-242.39999056E-3,1.9799999,,,,,-242.39999056E-3,23.00000000,
,,,-242.20000207E-3,2.0200000,,,,,-242.20000207E-3,23.00000000,
,,,-241.99999869E-3,2.0000000,,,,,-241.99999869E-3,23.00000000,
,,,-241.79999530E-3,1.9399999,,,,,-241.79999530E-3,22.60000038,
,,,-241.59999192E-3,1.9200000,,,,,-241.59999192E-3,22.80000114,
,,,-241.40000343E-3,1.8199999,,,,,-241.40000343E-3,22.60000038,
,,,-241.20000005E-3,1.8600000,,,,,-241.20000005E-3,22.60000038,
,,,-240.99999666E-3,1.9200000,,,,,-240.99999666E-3,23.00000000,
,,,-240.79999328E-3,1.9399999,,,,,-240.79999328E-3,22.80000114,
,,,-240.60000479E-3,1.9799999,,,,,-240.60000479E-3,23.00000000,
,,,-240.40000141E-3,2.0000000,,,,,-240.40000141E-3,23.00000000,
,,,-240.19999802E-3,2.0400000,,,,,-240.19999802E-3,23.00000000,
,,,-239.99999464E-3,2.0400000,,,,,-239.99999464E-3,22.80000114,
,,,-239.79999125E-3,2.0200000,,,,,-239.79999125E-3,23.00000000,
,,,-239.60000277E-3,2.0200000,,,,,-239.60000277E-3,22.80000114,
,,,-239.39999938E-3,2.0000000,,,,,-239.39999938E-3,22.80000114,
,,,-239.19999599E-3,1.9599999,,,,,-239.19999599E-3,22.60000038,
,,,-238.99999261E-3,1.9799999,,,,,-238.99999261E-3,22.80000114,
,,,-238.80000412E-3,1.9599999,,,,,-238.80000412E-3,23.00000000,
,,,-238.60000074E-3,2.0000000,,,,,-238.60000074E-3,22.80000114,
,,,-238.39999735E-3,2.0200000,,,,,-238.39999735E-3,22.60000038,
,,,-238.19999397E-3,2.0599999,,,,,-238.19999397E-3,22.60000038,
,,,-237.99999058E-3,2.0599999,,,,,-237.99999058E-3,22.60000038,
,,,-237.80000210E-3,2.0999999,,,,,-237.80000210E-3,22.80000114,
,,,-237.59999871E-3,2.0599999,,,,,-237.59999871E-3,22.39999962,
,,,-237.39999533E-3,2.0599999,,,,,-237.39999533E-3,22.60000038,
,,,-237.19999194E-3,2.0400000,,,,,-237.19999194E-3,22.60000038,
,,,-237.00000346E-3,2.0000000,,,,,-237.00000346E-3,22.80000114,
